employee_id,pauli,faxtor,disc,disc_word,mbti,iq,gtq,tiki
100368,73,98,SD,Steadiness-Dominant,ESTP,119.0,21.0,9
100369,37,75,SC,Steadiness-Conscientious,INTJ,106.0,26.0,2
100370,38,23,DS,Dominant-Steadiness,ISTP,83.0,25.0,5
100371,24,73,CS,Conscientious-Steadiness,ESFJ,137.0,15.0,8
100372,46,53,IS,Influencer-Steadiness,ENFP,128.0,28.0,5
100373,64,31,DI,Dominant-Influencer,ENTJ,136.0,32.0,10
100374,34,86,DI,Dominant-Influencer,ENFJ,109.51351351351352,32.0,7
100375,27,90,DS,Dominant-Steadiness,INTP,100.0,17.0,10
100376,79,85,IC,Influencer-Conscientious,ENFJ,109.51351351351352,27.464839094159714,9
100377,29,97,CI,Conscientious-Influencer,INFP,94.0,31.0,6
100378,80,47,DC,Dominant-Conscientious,ISTP,119.0,40.0,9
100379,55,56,SD,Steadiness-Dominant,ENTJ,109.51351351351352,27.464839094159714,9
100380,99,47,CI,Conscientious-Dominant,INFP,109.51351351351352,27.464839094159714,5
100381,70,71,DC,Dominant-Conscientious,ISTP,107.0,19.0,1
100382,50,96,DS,Dominant-Steadiness,ESTP,109.51351351351352,27.464839094159714,1
100383,39,100,SC,Steadiness-Conscientious,ESTJ,98.0,19.0,2
100384,26,44,CI,Dominant-Conscientious,enfp,122.0,24.0,1
100385,86,22,CI,Conscientious-Influencer,ISFP,113.0,18.0,2
100386,64,88,SC,Steadiness-Conscientious,ISFJ,140.0,34.0,6
100387,59,29,CI,Steadiness-Conscientious,ENFJ,109.51351351351352,27.0,5
100388,22,51,SD,Steadiness-Dominant,ISFP,140.0,27.0,2
100389,83,30,SI,Steadiness-Influencer,INTP,109.51351351351352,43.0,2
100390,38,37,DC,Dominant-Conscientious,ENFJ,125.0,31.0,4
100391,80,85,IS,Influencer-Steadiness,INFJ,131.0,38.0,9
100392,94,57,SI,Steadiness-Influencer,ENFP,110.0,18.0,7
100393,26,92,ID,Influencer-Dominant,ESFJ,120.0,28.0,10
100394,61,85,CD,Conscientious-Dominant,ISTP,131.0,27.0,4
100395,60,72,SC,Steadiness-Conscientious,ESFJ,139.0,35.0,1
100396,88,23,DC,Dominant-Conscientious,ESTJ,138.0,32.0,1
100397,67,44,DI,Dominant-Influencer,ISTP,109.51351351351352,16.0,7
100398,51,50,ID,Influencer-Dominant,ESFP,138.0,20.0,1
100399,89,43,CI,Dominant-Conscientious,ISTJ,128.0,24.0,3
100400,96,80,ID,Influencer-Dominant,ENFP,96.0,23.0,9
100401,78,22,DC,Dominant-Conscientious,ISFP,109.51351351351352,27.464839094159714,4
100402,90,94,ID,Influencer-Dominant,INFP,83.0,33.0,5
100403,44,85,IC,Influencer-Conscientious,ENFJ,104.0,32.0,2
100404,93,54,ID,Influencer-Dominant,ESFJ,94.0,21.0,2
100405,49,63,CI,Conscientious-Influencer,ISTP,127.0,34.0,4
100406,71,97,DC,Dominant-Conscientious,INTP,85.0,25.0,6
100407,68,83,DC,Dominant-Conscientious,ESTJ,116.0,19.0,7
100408,30,45,CD,Conscientious-Dominant,ESFP,80.0,26.0,4
100409,62,64,SD,Steadiness-Dominant,ISFJ,125.0,24.0,10
100410,28,40,DS,Dominant-Steadiness,ISTJ,109.51351351351352,28.0,10
100411,57,87,SC,Steadiness-Conscientious,INTP,115.0,30.0,6
100412,58,50,DS,Dominant-Steadiness,ENFJ,130.0,36.0,8
100413,23,87,CI,Conscientious-Influencer,ISTP,86.0,31.0,6
100414,58,99,DC,Dominant-Conscientious,ESFP,104.0,26.0,10
100415,86,96,DS,Dominant-Steadiness,ENTJ,86.0,19.0,8
100416,45,94,CS,Conscientious-Steadiness,ESFJ,139.0,24.0,2
100417,73,24,DI,Dominant-Influencer,INTJ,109.51351351351352,27.464839094159714,1
100418,79,97,IS,Influencer-Steadiness,ISFP,109.51351351351352,27.464839094159714,9
100419,73,87,DC,Dominant-Conscientious,ISFJ,109.51351351351352,27.464839094159714,7
100420,82,98,SD,Steadiness-Dominant,ENFP,80.0,29.0,7
100421,88,60,CI,Conscientious-Influencer,INTJ,85.0,22.0,1
100422,22,83,IC,Influencer-Conscientious,ENFP,103.0,28.0,8
100423,20,42,CI,Influencer-Steadiness,ENFJ,109.51351351351352,27.464839094159714,8
100424,91,81,DI,Dominant-Influencer,ISFJ,94.0,29.0,8
100425,40,46,DC,Dominant-Conscientious,ISFJ,83.0,28.0,8
100426,64,64,DI,Dominant-Influencer,ENTJ,109.51351351351352,27.464839094159714,2
100427,69,21,ID,Influencer-Dominant,ENFJ,109.51351351351352,32.0,7
100428,20,74,DC,Dominant-Conscientious,ESFP,109.51351351351352,27.464839094159714,9
100429,59,95,SD,Steadiness-Dominant,INTP,132.0,28.0,8
100430,93,30,CI,Conscientious-Influencer,ENFP,97.0,25.0,5
100431,68,63,DI,Dominant-Influencer,ENFP,140.0,24.0,4
100432,73,20,DI,Dominant-Influencer,ESTP,109.51351351351352,27.464839094159714,10
100433,63,41,DC,Dominant-Conscientious,ENFP,91.0,28.0,10
100434,46,70,CD,Conscientious-Dominant,INFP,137.0,33.0,7
100435,64,20,SD,Steadiness-Dominant,INFJ,121.0,21.0,5
100436,75,67,ID,Influencer-Dominant,ENFP,97.0,21.0,3
100437,76,91,CI,Dominant-Steadiness,ISTP,109.51351351351352,27.464839094159714,10
100438,60,65,ID,Influencer-Dominant,ESFJ,90.0,38.0,7
100439,29,88,IC,Influencer-Conscientious,ESFJ,83.0,30.0,3
100440,53,75,SD,Steadiness-Dominant,ESFJ,119.0,40.0,3
100441,91,84,SC,Steadiness-Conscientious,INTP,118.0,34.0,6
100442,91,29,IC,Influencer-Conscientious,ENTJ,138.0,35.0,7
100443,45,79,CI,Conscientious-Influencer,ESFJ,117.0,26.0,9
100444,50,50,DC,Dominant-Conscientious,INFJ,114.0,19.0,2
100445,97,55,IS,Influencer-Steadiness,ENTJ,97.0,18.0,3
100446,93,77,IC,Influencer-Conscientious,ENTJ,112.0,32.0,6
100447,48,97,ID,Influencer-Dominant,INFP,81.0,33.0,5
100448,42,23,ID,Influencer-Dominant,ISTP,109.51351351351352,27.464839094159714,10
100449,58,75,CI,Conscientious-Influencer,ESFP,109.0,32.0,10
100450,46,99,DI,Dominant-Influencer,INTJ,134.0,28.0,10
100451,95,87,CD,Conscientious-Dominant,ESFP,85.0,24.0,3
100452,57,27,DC,Dominant-Conscientious,INFJ,118.0,26.0,8
100453,92,83,CI,Conscientious-Influencer,INTJ,112.0,18.0,4
100454,49,39,DI,Dominant-Influencer,ISTP,132.0,20.0,1
100455,96,51,CS,Conscientious-Steadiness,inftj,109.51351351351352,27.464839094159714,10
100456,65,88,IS,Influencer-Steadiness,ESTJ,109.51351351351352,27.464839094159714,9
100457,41,95,SD,Steadiness-Dominant,ISTJ,117.0,26.0,2
100458,27,89,IC,Influencer-Conscientious,ESFP,114.0,23.0,7
100459,29,28,CI,Influencer-Conscientious,ESFJ,85.0,22.0,8
100460,49,23,SI,Steadiness-Influencer,ISTJ,89.0,29.0,4
100461,74,88,CS,Conscientious-Steadiness,ENFP,87.0,35.0,4
100462,81,54,CD,Conscientious-Dominant,ENTP,85.0,23.0,4
100463,62,95,DI,Dominant-Influencer,ISFJ,123.0,35.0,7
100464,57,22,SD,Steadiness-Dominant,ESTJ,132.0,38.0,4
100465,56,70,CS,Conscientious-Steadiness,ISTJ,119.0,28.0,4
100466,91,93,DS,Dominant-Steadiness,ISTP,95.0,35.0,5
100467,81,63,DS,Dominant-Steadiness,ISFJ,115.0,23.0,8
100468,75,98,CI,Steadiness-Influencer,ISTP,109.51351351351352,12.0,10
100469,34,89,DS,Dominant-Steadiness,INTJ,82.0,36.0,9
100470,72,57,SI,Steadiness-Influencer,ESTJ,109.51351351351352,27.464839094159714,10
100471,58,84,DC,Dominant-Conscientious,INTJ,123.0,36.0,4
100472,77,61,CI,Dominant-Steadiness,ISTP,109.51351351351352,27.464839094159714,8
100473,71,92,DS,Dominant-Steadiness,ESFJ,132.0,22.0,1
100474,53,100,CD,Conscientious-Dominant,ESFP,103.0,27.0,7
100475,76,69,SD,Steadiness-Dominant,INTP,94.0,26.0,6
100476,92,26,DS,Dominant-Steadiness,ENTJ,105.0,28.0,4
100477,98,88,SD,Steadiness-Dominant,ENFJ,109.51351351351352,20.0,7
100478,28,100,DI,Dominant-Influencer,ENFP,89.0,24.0,10
100479,27,72,CI,Conscientious-Influencer,ENTJ,115.0,25.0,7
100480,73,97,DI,Dominant-Influencer,ENFP,109.51351351351352,27.464839094159714,10
100481,21,21,DC,Dominant-Conscientious,ENFP,100.0,29.0,9
100482,50,75,CI,Dominant-Influencer,ENTP,120.0,14.0,4
100483,42,37,DI,Dominant-Influencer,ESFJ,109.51351351351352,27.464839094159714,5
100484,99,46,SD,Steadiness-Dominant,ENTP,109.51351351351352,27.464839094159714,7
100485,60,72,CI,Conscientious-Influencer,ENTJ,111.0,18.0,5
100486,88,78,SC,Steadiness-Conscientious,ESFJ,110.0,28.0,8
100487,73,47,ID,Influencer-Dominant,ENTP,106.0,25.0,2
100488,95,95,DI,Dominant-Influencer,ENTJ,126.0,44.0,10
100489,57,36,DS,Dominant-Steadiness,ISTP,124.0,21.0,2
100490,33,61,CI,Conscientious-Influencer,ESFJ,80.0,31.0,4
100491,92,76,ID,Influencer-Dominant,ENFP,89.0,26.0,8
100492,41,55,DC,Dominant-Conscientious,ISTJ,90.0,31.0,9
100493,71,81,CD,Conscientious-Dominant,ESFJ,112.0,25.0,2
100494,41,44,IS,Influencer-Steadiness,INTJ,95.0,24.0,6
100495,29,32,DI,Dominant-Influencer,ISTP,81.0,27.0,8
100496,43,81,SI,Steadiness-Influencer,ISTP,109.51351351351352,27.464839094159714,4
100497,67,23,CI,Steadiness-Conscientious,INTP,87.0,31.0,5
100498,65,99,IS,Influencer-Steadiness,ENTJ,80.0,41.0,9
100499,27,24,CS,Conscientious-Steadiness,ISFJ,109.51351351351352,27.464839094159714,7
100500,71,39,DC,Dominant-Conscientious,ENFP,117.0,27.0,3
100501,34,54,CD,Conscientious-Dominant,enfp,122.0,25.0,9
100502,55,68,CD,Conscientious-Dominant,ESTJ,81.0,13.0,2
100503,32,78,CS,Conscientious-Steadiness,INTP,86.0,40.0,4
100504,23,21,CD,Conscientious-Dominant,ENTJ,113.0,23.0,6
100505,89,78,CD,Conscientious-Dominant,ENTJ,98.0,32.0,5
100506,93,89,DC,Dominant-Conscientious,INTJ,102.0,20.0,8
100507,68,65,DS,Dominant-Steadiness,INFJ,81.0,32.0,10
100508,89,20,DI,Dominant-Influencer,ENTJ,107.0,26.0,5
100509,81,55,CI,Steadiness-Conscientious,ISFP,85.0,22.0,1
100510,35,66,CD,Conscientious-Dominant,INTP,82.0,23.0,6
100511,59,93,SD,Steadiness-Dominant,ENFP,135.0,31.0,8
100512,31,72,SC,Steadiness-Conscientious,ISFJ,101.0,19.0,6
100513,26,33,DC,Dominant-Conscientious,ENTP,109.0,29.0,9
100514,43,85,ID,Influencer-Dominant,ENFP,91.0,28.0,9
100515,74,81,CS,Conscientious-Steadiness,INFJ,82.0,24.0,8
100516,83,34,DI,Dominant-Influencer,ESTP,100.0,14.0,5
100517,56,48,IC,Influencer-Conscientious,ISTP,109.51351351351352,27.464839094159714,3
100518,71,78,SI,Steadiness-Influencer,ENTJ,92.0,31.0,3
100519,34,53,CI,Conscientious-Influencer,ENFP,131.0,27.0,6
100520,95,44,SI,Steadiness-Influencer,ENFJ,86.0,28.0,5
100521,60,62,SI,Steadiness-Influencer,ESFP,100.0,34.0,7
100522,70,71,CI,Conscientious-Influencer,INFJ,109.51351351351352,27.464839094159714,8
100523,86,23,SC,Steadiness-Conscientious,INTP,134.0,25.0,2
100524,73,84,CI,Conscientious-Influencer,ENFP,94.0,25.0,2
100525,99,79,DI,Dominant-Influencer,ESFJ,105.0,28.0,1
100526,27,31,DS,Dominant-Steadiness,INTP,96.0,29.0,8
100527,77,58,SD,Steadiness-Dominant,ISTP,133.0,35.0,4
100528,29,20,SC,Steadiness-Conscientious,INTJ,85.0,37.0,1
100529,52,33,ID,Influencer-Dominant,ENTJ,108.0,24.0,3
100530,81,64,ID,Influencer-Dominant,INTJ,109.51351351351352,27.464839094159714,4
100531,31,87,SD,Steadiness-Dominant,ISTP,109.51351351351352,27.0,5
100532,61,53,CI,Conscientious-Influencer,ISFJ,109.51351351351352,25.0,10
100533,52,31,SI,Steadiness-Influencer,INFJ,109.51351351351352,27.464839094159714,8
100534,54,79,SC,Steadiness-Conscientious,ESFJ,103.0,17.0,4
100535,34,81,CI,Conscientious-Influencer,ISFJ,132.0,27.0,9
100536,23,60,SC,Steadiness-Conscientious,ISFP,121.0,19.0,9
100537,36,62,CI,Conscientious-Steadiness,ISFP,100.0,25.0,1
100538,33,77,SI,Steadiness-Influencer,ENFP,126.0,33.0,2
100539,22,96,CI,Conscientious-Influencer,ESFJ,94.0,40.0,6
100540,43,44,DS,Dominant-Steadiness,ENTP,106.0,26.0,1
100541,87,67,DI,Dominant-Influencer,ENFJ,115.0,22.0,6
100542,97,76,DS,Dominant-Steadiness,ENTP,131.0,26.0,7
100543,39,74,IS,Influencer-Steadiness,ENFP,85.0,41.0,5
100544,87,25,DI,Dominant-Influencer,INTP,109.51351351351352,27.464839094159714,8
100545,71,77,IC,Influencer-Conscientious,ESTJ,109.51351351351352,27.464839094159714,10
100546,31,62,ID,Influencer-Dominant,ESTP,136.0,23.0,6
100547,84,57,CI,Conscientious-Influencer,ISFJ,134.0,27.0,9
100548,74,68,IS,Influencer-Steadiness,ESTP,109.51351351351352,27.464839094159714,8
100549,78,64,IC,Influencer-Conscientious,INTP,109.51351351351352,27.464839094159714,8
100550,72,69,IC,Influencer-Conscientious,ENFJ,109.0,20.0,5
100551,38,35,SD,Steadiness-Dominant,INTJ,109.0,35.0,1
100552,88,23,SI,Steadiness-Influencer,ENTJ,137.0,27.0,1
100553,24,94,CI,Conscientious-Influencer,ENTP,107.0,29.0,3
100554,39,93,SC,Steadiness-Conscientious,ENFJ,109.51351351351352,27.464839094159714,2
100555,89,68,IS,Influencer-Steadiness,ENFP,99.0,25.0,5
100556,81,37,CD,Conscientious-Dominant,ENTJ,107.0,30.0,2
100557,71,49,CD,Conscientious-Dominant,ESTJ,102.0,28.0,1
100558,36,20,CS,Conscientious-Steadiness,ISTJ,109.51351351351352,29.0,10
100559,79,88,CI,Conscientious-Influencer,ISFP,133.0,22.0,10
100560,46,55,IC,Influencer-Conscientious,ENTP,137.0,16.0,7
100561,68,92,SC,Steadiness-Conscientious,ESFP,82.0,29.0,7
100562,67,42,DC,Dominant-Conscientious,ENTP,89.0,26.0,1
100563,42,70,DC,Dominant-Conscientious,ENFP,105.0,33.0,1
100564,41,78,CI,Influencer-Dominant,INFP,104.0,16.0,6
100565,41,85,SI,Steadiness-Influencer,INTP,119.0,29.0,10
100566,63,53,SC,Steadiness-Conscientious,ENFJ,109.51351351351352,27.464839094159714,4
100567,81,55,CD,Conscientious-Dominant,ESFP,87.0,22.0,6
100568,71,89,CI,Steadiness-Influencer,ENTJ,96.0,24.0,1
100569,54,57,IS,Influencer-Steadiness,ISFJ,85.0,34.0,10
100570,51,70,IS,Influencer-Steadiness,ENFJ,109.51351351351352,27.464839094159714,9
100571,98,40,DS,Dominant-Steadiness,ESFP,139.0,39.0,10
100572,60,65,CS,Conscientious-Steadiness,INFP,135.0,18.0,3
100573,45,84,SD,Steadiness-Dominant,ESTP,135.0,22.0,1
100574,27,59,IS,Influencer-Steadiness,INFP,116.0,33.0,4
100575,68,81,CI,Steadiness-Conscientious,INFP,108.0,31.0,1
100576,34,40,DS,Dominant-Steadiness,ENFP,99.0,37.0,6
100577,34,25,SD,Steadiness-Dominant,ENFP,109.51351351351352,30.0,6
100578,72,63,DC,Dominant-Conscientious,ENTJ,136.0,26.0,1
100579,43,48,ID,Influencer-Dominant,INFJ,130.0,29.0,8
100580,24,64,SD,Steadiness-Dominant,INFJ,97.0,37.0,8
100581,34,22,DI,Dominant-Influencer,ENTP,104.0,21.0,1
100582,78,72,DC,Dominant-Conscientious,INFP,104.0,34.0,1
100583,87,27,DC,Dominant-Conscientious,ENFP,115.0,19.0,9
100584,63,34,CI,Dominant-Steadiness,ESFJ,119.0,33.0,1
100585,51,22,ID,Influencer-Dominant,INTJ,113.0,29.0,1
100586,43,23,IS,Influencer-Steadiness,ENFJ,111.0,20.0,7
100587,66,95,ID,Influencer-Dominant,ENFP,113.0,25.0,2
100588,33,36,SC,Steadiness-Conscientious,ENTJ,102.0,33.0,10
100589,36,21,SD,Steadiness-Dominant,ENFP,109.51351351351352,27.464839094159714,9
100590,49,39,ID,Influencer-Dominant,INTJ,109.51351351351352,27.464839094159714,5
100591,46,39,SI,Steadiness-Influencer,ENFJ,86.0,28.0,4
100592,91,38,DI,Dominant-Influencer,ENTP,109.51351351351352,27.464839094159714,9
100593,68,23,ID,Influencer-Dominant,ISFP,139.0,28.0,7
100594,23,31,DI,Dominant-Influencer,ESFP,134.0,41.0,10
100595,70,70,SI,Steadiness-Influencer,ESTJ,109.51351351351352,27.464839094159714,2
100596,21,36,CI,Conscientious-Influencer,ENFP,109.51351351351352,27.464839094159714,9
100597,86,81,IS,Influencer-Steadiness,INTJ,97.0,27.0,1
100598,53,94,CI,Conscientious-Influencer,ENFP,124.0,24.0,2
100599,49,86,CD,Conscientious-Dominant,INFP,81.0,23.0,5
100600,46,56,SI,Steadiness-Influencer,ISTJ,137.0,18.0,7
100601,52,37,CD,Conscientious-Dominant,ISFP,123.0,23.0,1
100602,29,66,DS,Dominant-Steadiness,ESTP,109.51351351351352,33.0,6
100603,70,59,CS,Conscientious-Steadiness,ISTJ,107.0,22.0,5
100604,94,61,CS,Conscientious-Steadiness,ISTP,109.51351351351352,27.464839094159714,6
100605,89,90,ID,Influencer-Dominant,ISTP,109.51351351351352,27.464839094159714,4
100606,51,97,CD,Conscientious-Dominant,ENFJ,97.0,28.0,4
100607,66,44,CI,Influencer-Steadiness,ENTP,82.0,26.0,2
100608,31,31,DS,Dominant-Steadiness,ENTJ,109.51351351351352,19.0,8
100609,25,39,CI,Steadiness-Influencer,ENFP,114.0,26.0,8
100610,47,70,ID,Influencer-Dominant,ISFJ,94.0,28.0,3
100611,42,100,IC,Influencer-Conscientious,ENFP,114.0,26.0,10
100612,38,85,CI,Conscientious-Influencer,ESFP,115.0,12.0,5
100613,41,82,IC,Influencer-Conscientious,ESTP,114.0,20.0,4
100614,40,39,CI,Influencer-Conscientious,ESFP,133.0,28.0,10
100615,79,50,SI,Steadiness-Influencer,ISTP,139.0,29.0,10
100616,86,92,SI,Steadiness-Influencer,ESTP,88.0,30.0,8
100617,22,78,DC,Dominant-Conscientious,ENFJ,104.0,29.0,2
100618,95,72,CI,Dominant-Influencer,ISTJ,140.0,34.0,1
100619,33,93,SC,Steadiness-Conscientious,ISTJ,114.0,21.0,10
100620,83,62,CI,Conscientious-Influencer,ENTP,119.0,38.0,2
100621,38,47,CS,Conscientious-Steadiness,ENFP,87.0,23.0,9
100622,71,65,CI,Dominant-Influencer,ENTP,90.0,24.0,5
100623,52,60,SC,Steadiness-Conscientious,ENTJ,82.0,32.0,6
100624,46,89,CI,Conscientious-Influencer,ENTJ,95.0,33.0,3
100625,81,53,DI,Dominant-Influencer,ENTJ,132.0,30.0,9
100626,54,28,DI,Dominant-Influencer,ISFJ,81.0,32.0,8
100627,96,72,SC,Steadiness-Conscientious,INTP,106.0,26.0,9
100628,86,33,SC,Steadiness-Conscientious,ESTJ,84.0,31.0,7
100629,28,33,CS,Conscientious-Steadiness,ISFP,124.0,32.0,1
100630,60,96,CS,Conscientious-Steadiness,ENTP,109.51351351351352,27.464839094159714,5
100631,90,26,CI,Steadiness-Conscientious,ENTP,119.0,26.0,9
100632,62,69,DS,Dominant-Steadiness,ESFJ,109.51351351351352,27.464839094159714,3
100633,83,92,DC,Dominant-Conscientious,INTP,110.0,20.0,9
100634,52,71,CD,Conscientious-Dominant,ENTP,117.0,28.0,5
100635,64,62,SD,Steadiness-Dominant,INTP,133.0,17.0,1
100636,24,49,IS,Influencer-Steadiness,ENFJ,80.0,34.0,3
100637,31,26,SI,Steadiness-Influencer,ISTP,105.0,22.0,10
100638,47,47,ID,Influencer-Dominant,ISFP,109.51351351351352,27.464839094159714,1
100639,94,52,DC,Dominant-Conscientious,INFP,138.0,27.0,1
100640,80,47,DI,Dominant-Influencer,ESTJ,135.0,23.0,8
100641,37,100,IS,Influencer-Steadiness,enfp,109.51351351351352,27.464839094159714,10
100642,31,67,SC,Steadiness-Conscientious,ENFJ,106.0,39.0,5
100643,87,45,ID,Influencer-Dominant,ISFJ,135.0,18.0,1
100644,49,87,DI,Dominant-Influencer,ESFJ,98.0,36.0,7
100645,37,66,SI,Steadiness-Influencer,ISFP,82.0,37.0,1
100646,67,29,DC,Dominant-Conscientious,INFJ,126.0,37.0,10
100647,69,93,CD,Conscientious-Dominant,ISTJ,117.0,17.0,3
100648,88,44,CI,Steadiness-Influencer,ENFP,109.51351351351352,27.464839094159714,6
100649,24,80,ID,Influencer-Dominant,ISFJ,99.0,26.0,7
100650,85,79,DI,Dominant-Influencer,ESTP,109.51351351351352,27.464839094159714,6
100651,56,79,SC,Steadiness-Conscientious,ESTP,117.0,28.0,10
100652,60,64,DS,Dominant-Steadiness,INTJ,122.0,22.0,2
100653,58,72,DS,Dominant-Steadiness,ISTJ,111.0,26.0,2
100654,44,28,CD,Conscientious-Dominant,ESTP,109.51351351351352,15.0,1
100655,53,69,CI,Dominant-Conscientious,ENFJ,109.51351351351352,27.464839094159714,9
100656,76,61,IS,Influencer-Steadiness,INFJ,96.0,22.0,6
100657,54,66,IS,Influencer-Steadiness,ISFJ,84.0,27.0,7
100658,45,84,SD,Steadiness-Dominant,ESFP,109.0,28.0,5
100659,34,74,IC,Influencer-Conscientious,ISFJ,133.0,33.0,10
100660,58,37,ID,Influencer-Dominant,ENFP,126.0,35.0,9
100661,57,26,DC,Dominant-Conscientious,INFP,103.0,20.0,6
100662,87,93,CI,Conscientious-Influencer,ENTP,119.0,33.0,6
100663,23,52,IS,Influencer-Steadiness,ENTJ,123.0,32.0,8
100664,59,24,SD,Steadiness-Dominant,ENFP,101.0,34.0,2
100665,41,55,DS,Dominant-Steadiness,ESFP,102.0,30.0,8
100666,48,26,SI,Steadiness-Influencer,ENFJ,118.0,24.0,4
100667,83,50,IS,Influencer-Steadiness,ISTJ,93.0,19.0,3
100668,43,23,SD,Steadiness-Dominant,ENTP,137.0,23.0,1
100669,79,60,DI,Dominant-Influencer,ESFP,96.0,35.0,5
100670,34,98,CI,Steadiness-Dominant,ISTP,109.51351351351352,27.464839094159714,5
100671,54,91,CI,Conscientious-Influencer,ISTJ,111.0,29.0,3
100672,89,61,CI,Conscientious-Influencer,ISFJ,114.0,31.0,9
100673,50,37,SD,Steadiness-Dominant,INTJ,107.0,22.0,6
100674,54,91,CI,Conscientious-Influencer,INTJ,109.51351351351352,26.0,3
100675,44,93,SC,Steadiness-Conscientious,ESTJ,134.0,25.0,4
100676,73,95,SD,Steadiness-Dominant,ISFP,81.0,32.0,6
100677,72,84,CD,Conscientious-Dominant,ISFJ,135.0,32.0,4
100678,35,62,DC,Dominant-Conscientious,ENTP,109.51351351351352,27.464839094159714,9
100679,62,86,CS,Conscientious-Steadiness,ENTJ,109.51351351351352,31.0,9
100680,82,99,SI,Steadiness-Influencer,ESTJ,106.0,28.0,2
100681,41,28,ID,Influencer-Dominant,ISFJ,96.0,23.0,8
100682,70,89,CS,Conscientious-Steadiness,ESTP,109.51351351351352,27.0,3
100683,88,45,CS,Conscientious-Steadiness,ESTJ,128.0,28.0,10
100684,92,20,ID,Influencer-Dominant,ENTP,109.51351351351352,27.464839094159714,7
100685,57,59,SC,Steadiness-Conscientious,ENFP,109.51351351351352,27.464839094159714,4
100686,60,50,DC,Dominant-Conscientious,ESTJ,92.0,22.0,1
100687,82,58,SC,Steadiness-Conscientious,ISFP,92.0,25.0,5
100688,61,82,SD,Steadiness-Dominant,ESTJ,131.0,41.0,7
100689,23,74,CD,Conscientious-Dominant,ESTJ,138.0,19.0,10
100690,85,77,CD,Conscientious-Dominant,ENTJ,109.51351351351352,24.0,10
100691,85,38,SC,Steadiness-Conscientious,INTP,109.51351351351352,27.464839094159714,2
100692,40,35,SI,Steadiness-Influencer,INFP,136.0,32.0,5
100693,49,38,CS,Conscientious-Steadiness,ENFP,130.0,22.0,3
100694,97,60,CI,Conscientious-Influencer,ESTP,116.0,43.0,2
100695,50,21,CS,Conscientious-Steadiness,ESFJ,86.0,26.0,10
100696,57,72,IC,Influencer-Conscientious,ISFJ,109.51351351351352,27.464839094159714,2
100697,21,99,DI,Dominant-Influencer,ESFP,134.0,32.0,5
100698,33,57,IS,Influencer-Steadiness,ENFP,125.0,23.0,1
100699,29,58,IC,Influencer-Conscientious,INFJ,123.0,32.0,6
100700,30,45,CD,Conscientious-Dominant,ENFP,94.0,15.0,6
100701,33,59,SC,Steadiness-Conscientious,ENFP,132.0,23.0,3
100702,84,68,IC,Influencer-Conscientious,ESFJ,80.0,27.0,3
100703,24,67,DC,Dominant-Conscientious,ENFP,109.51351351351352,22.0,8
100704,61,95,CD,Conscientious-Dominant,ISFP,127.0,27.0,2
100705,53,91,DC,Dominant-Conscientious,ENFP,115.0,22.0,5
100706,98,92,DS,Dominant-Steadiness,ISTP,107.0,28.0,7
100707,64,86,CI,Conscientious-Dominant,INTP,105.0,27.0,7
100708,95,67,CS,Conscientious-Steadiness,ENTJ,92.0,22.0,6
100709,72,20,SC,Steadiness-Conscientious,ISFJ,121.0,33.0,1
100710,89,97,DI,Dominant-Influencer,ESTP,80.0,22.0,3
100711,91,73,SC,Steadiness-Conscientious,ENTJ,133.0,32.0,1
100712,75,38,SI,Steadiness-Influencer,ESFP,109.51351351351352,27.464839094159714,8
100713,70,67,SC,Steadiness-Conscientious,ISTP,88.0,23.0,5
100714,76,72,ID,Influencer-Dominant,ISTJ,119.0,23.0,3
100715,32,30,CI,Conscientious-Influencer,INFP,84.0,26.0,10
100716,56,50,CI,Conscientious-Influencer,ENTP,109.51351351351352,27.464839094159714,8
100717,92,33,CI,Conscientious-Influencer,INTJ,86.0,41.0,8
100718,39,95,CD,Conscientious-Dominant,ESTJ,104.0,34.0,1
100719,71,29,CS,Conscientious-Steadiness,INTP,109.51351351351352,27.464839094159714,3
100720,32,63,SD,Steadiness-Dominant,ISFJ,107.0,28.0,5
100721,85,21,CS,Conscientious-Steadiness,enfp,109.51351351351352,27.464839094159714,7
100722,42,99,CD,Conscientious-Dominant,ENFP,126.0,29.0,10
100723,62,32,SD,Steadiness-Dominant,ISTP,89.0,34.0,1
100724,90,62,SI,Steadiness-Influencer,ESTJ,117.0,26.0,7
100725,71,65,IS,Influencer-Steadiness,ENFP,109.51351351351352,27.464839094159714,3
100726,23,44,CD,Conscientious-Dominant,INTP,105.0,27.0,6
100727,54,38,IS,Influencer-Steadiness,ENFJ,110.0,19.0,6
100728,89,28,IS,Influencer-Steadiness,ENTP,103.0,17.0,7
100729,31,97,DC,Dominant-Conscientious,ESTJ,109.51351351351352,29.0,5
100730,78,64,SI,Steadiness-Influencer,INFP,94.0,24.0,1
100731,58,80,CD,Conscientious-Dominant,ESTP,102.0,20.0,5
100732,48,84,CD,Conscientious-Dominant,ENTJ,121.0,24.0,9
100733,83,23,SD,Steadiness-Dominant,ESTP,116.0,26.0,2
100734,93,52,SC,Steadiness-Conscientious,ENFJ,94.0,18.0,10
100735,49,80,CS,Conscientious-Steadiness,ESTP,136.0,21.0,7
100736,56,30,ID,Influencer-Dominant,ISFP,120.0,26.0,7
