employee_id,directorate,role,grade,tgv_name,tv_name,baseline_score,user_score,tv_match_rate,tgv_match_rate,final_match_rate
100067,Commercial,Finance Officer,D3,Top Strength Theme,strength_theme,0,Intellection,0.00,0.00,72.30
100068,HR & Corp Affairs,Finance Officer,SMA,Cognitive Complexity & Problem-Solving,gtq,27.46,16.00,58.26,80.53,66.49
100068,HR & Corp Affairs,Finance Officer,SMA,Cognitive Complexity & Problem-Solving,iq,109.51,109.51,100.00,80.53,66.49
100068,HR & Corp Affairs,Finance Officer,SMA,Cognitive Complexity & Problem-Solving,tiki,6.00,5.00,83.33,80.53,66.49
100068,HR & Corp Affairs,Finance Officer,SMA,Core Competencies,avg_competency_score_tv,3.39,2.54,75.15,75.15,66.49
100068,HR & Corp Affairs,Finance Officer,SMA,Motivation & Drive,pauli,63.50,34.00,53.54,53.54,66.49
100068,HR & Corp Affairs,Finance Officer,SMA,PAPI General Score,papi_score_tv,5.00,4.40,88.00,88.00,66.49
100068,HR & Corp Affairs,Finance Officer,SMA,Social Orientation & Collaboration,faxtor,59.00,60.00,101.69,101.69,66.49
100068,HR & Corp Affairs,Finance Officer,SMA,Top Strength Theme,strength_theme,0,Discipline,0.00,0.00,66.49
100069,Technology,HRBP,S1,Cognitive Complexity & Problem-Solving,gtq,27.46,36.00,131.08,127.55,75.23
100069,Technology,HRBP,S1,Cognitive Complexity & Problem-Solving,iq,109.51,93.00,84.92,127.55,75.23
100069,Technology,HRBP,S1,Cognitive Complexity & Problem-Solving,tiki,6.00,10.00,166.67,127.55,75.23
100069,Technology,HRBP,S1,Core Competencies,avg_competency_score_tv,3.39,2.73,80.65,80.65,75.23
100069,Technology,HRBP,S1,Motivation & Drive,pauli,63.50,36.00,56.69,56.69,75.23
100069,Technology,HRBP,S1,PAPI General Score,papi_score_tv,5.00,5.85,117.01,117.01,75.23
100069,Technology,HRBP,S1,Social Orientation & Collaboration,faxtor,59.00,41.00,69.49,69.49,75.23
100069,Technology,HRBP,S1,Top Strength Theme,strength_theme,0,Restorative,0.00,0.00,75.23
100070,Technology,Supply Planner,D3,Cognitive Complexity & Problem-Solving,gtq,27.46,36.00,131.08,96.50,88.73
100070,Technology,Supply Planner,D3,Cognitive Complexity & Problem-Solving,iq,109.51,137.00,125.10,96.50,88.73
100070,Technology,Supply Planner,D3,Cognitive Complexity & Problem-Solving,tiki,6.00,2.00,33.33,96.50,88.73
100070,Technology,Supply Planner,D3,Core Competencies,avg_competency_score_tv,3.39,5.28,155.91,155.91,88.73
100070,Technology,Supply Planner,D3,Motivation & Drive,pauli,63.50,74.00,116.54,116.54,88.73
100070,Technology,Supply Planner,D3,PAPI General Score,papi_score_tv,5.00,4.95,99.01,99.01,88.73
100070,Technology,Supply Planner,D3,Social Orientation & Collaboration,faxtor,59.00,38.00,64.41,64.41,88.73
100070,Technology,Supply Planner,D3,Top Strength Theme,strength_theme,0,Empathy,0.00,0.00,88.73
100071,Technology,HRBP,S1,Cognitive Complexity & Problem-Solving,gtq,27.46,35.00,127.44,113.94,77.14
100071,Technology,HRBP,S1,Cognitive Complexity & Problem-Solving,iq,109.51,107.00,97.70,113.94,77.14
100071,Technology,HRBP,S1,Cognitive Complexity & Problem-Solving,tiki,6.00,7.00,116.67,113.94,77.14
100071,Technology,HRBP,S1,Core Competencies,avg_competency_score_tv,3.39,3.48,102.92,102.92,77.14
100071,Technology,HRBP,S1,Motivation & Drive,pauli,63.50,38.00,59.84,59.84,77.14
100071,Technology,HRBP,S1,PAPI General Score,papi_score_tv,5.00,4.90,98.00,98.00,77.14
100071,Technology,HRBP,S1,Social Orientation & Collaboration,faxtor,59.00,52.00,88.14,88.14,77.14
100071,Technology,HRBP,S1,Top Strength Theme,strength_theme,0,Maximizer,0.00,0.00,77.14
100072,Commercial,Finance Officer,S2,Cognitive Complexity & Problem-Solving,gtq,27.46,32.00,116.51,87.54,82.02
100072,Commercial,Finance Officer,S2,Cognitive Complexity & Problem-Solving,iq,109.51,87.00,79.44,87.54,82.02
100072,Commercial,Finance Officer,S2,Cognitive Complexity & Problem-Solving,tiki,6.00,4.00,66.67,87.54,82.02
100072,Commercial,Finance Officer,S2,Core Competencies,avg_competency_score_tv,3.39,3.14,92.88,92.88,82.02
100072,Commercial,Finance Officer,S2,Motivation & Drive,pauli,63.50,92.00,144.88,144.88,82.02
100072,Commercial,Finance Officer,S2,PAPI General Score,papi_score_tv,5.00,4.95,99.00,99.00,82.02
100072,Commercial,Finance Officer,S2,Social Orientation & Collaboration,faxtor,59.00,40.00,67.80,67.80,82.02
100072,Commercial,Finance Officer,S2,Top Strength Theme,strength_theme,0,Command,0.00,0.00,82.02
100073,Commercial,Finance Officer,S2,Cognitive Complexity & Problem-Solving,gtq,27.46,35.00,127.44,124.13,71.04
100073,Commercial,Finance Officer,S2,Cognitive Complexity & Problem-Solving,iq,109.51,104.00,94.97,124.13,71.04
100073,Commercial,Finance Officer,S2,Cognitive Complexity & Problem-Solving,tiki,6.00,9.00,150.00,124.13,71.04
100073,Commercial,Finance Officer,S2,Core Competencies,avg_competency_score_tv,3.39,2.49,73.43,73.43,71.04
100073,Commercial,Finance Officer,S2,Motivation & Drive,pauli,63.50,42.00,66.14,66.14,71.04
100073,Commercial,Finance Officer,S2,PAPI General Score,papi_score_tv,5.00,5.50,110.00,110.00,71.04
100073,Commercial,Finance Officer,S2,Social Orientation & Collaboration,faxtor,59.00,31.00,52.54,52.54,71.04
100073,Commercial,Finance Officer,S2,Top Strength Theme,strength_theme,0,Communication,0.00,0.00,71.04
100074,HR & Corp Affairs,Data Analyst,D3,Cognitive Complexity & Problem-Solving,gtq,27.46,25.00,91.03,92.44,88.77
100074,HR & Corp Affairs,Data Analyst,D3,Cognitive Complexity & Problem-Solving,iq,109.51,131.00,119.62,92.44,88.77
100074,HR & Corp Affairs,Data Analyst,D3,Cognitive Complexity & Problem-Solving,tiki,6.00,4.00,66.67,92.44,88.77
100074,HR & Corp Affairs,Data Analyst,D3,Core Competencies,avg_competency_score_tv,3.39,4.89,144.45,144.45,88.77
100074,HR & Corp Affairs,Data Analyst,D3,Motivation & Drive,pauli,63.50,52.00,81.89,81.89,88.77
100074,HR & Corp Affairs,Data Analyst,D3,PAPI General Score,papi_score_tv,5.00,4.25,85.01,85.01,88.77
100074,HR & Corp Affairs,Data Analyst,D3,Social Orientation & Collaboration,faxtor,59.00,76.00,128.81,128.81,88.77
100074,HR & Corp Affairs,Data Analyst,D3,Top Strength Theme,strength_theme,0,Relator,0.00,0.00,88.77
100075,Technology,Sales Superviser,SMA,Cognitive Complexity & Problem-Solving,gtq,27.46,27.46,100.00,77.78,78.30
100075,Technology,Sales Superviser,SMA,Cognitive Complexity & Problem-Solving,iq,109.51,109.51,100.00,77.78,78.30
100075,Technology,Sales Superviser,SMA,Cognitive Complexity & Problem-Solving,tiki,6.00,2.00,33.33,77.78,78.30
100075,Technology,Sales Superviser,SMA,Core Competencies,avg_competency_score_tv,3.39,3.52,103.97,103.97,78.30
100075,Technology,Sales Superviser,SMA,Motivation & Drive,pauli,63.50,31.00,48.82,48.82,78.30
100075,Technology,Sales Superviser,SMA,PAPI General Score,papi_score_tv,5.00,5.35,107.00,107.00,78.30
100075,Technology,Sales Superviser,SMA,Social Orientation & Collaboration,faxtor,59.00,78.00,132.20,132.20,78.30
100075,Technology,Sales Superviser,SMA,Top Strength Theme,strength_theme,0,Developer,0.00,0.00,78.30
100076,HR & Corp Affairs,Supply Planner,S2,Cognitive Complexity & Problem-Solving,gtq,27.46,34.00,123.79,87.84,100.56
100076,HR & Corp Affairs,Supply Planner,S2,Cognitive Complexity & Problem-Solving,iq,109.51,80.00,73.05,87.84,100.56
100076,HR & Corp Affairs,Supply Planner,S2,Cognitive Complexity & Problem-Solving,tiki,6.00,4.00,66.67,87.84,100.56
100076,HR & Corp Affairs,Supply Planner,S2,Core Competencies,avg_competency_score_tv,3.39,3.17,93.66,93.66,100.56
100076,HR & Corp Affairs,Supply Planner,S2,Motivation & Drive,pauli,63.50,90.00,141.73,141.73,100.56
100076,HR & Corp Affairs,Supply Planner,S2,PAPI General Score,papi_score_tv,5.00,4.60,91.99,91.99,100.56
100076,HR & Corp Affairs,Supply Planner,S2,Social Orientation & Collaboration,faxtor,59.00,52.00,88.14,88.14,100.56
100076,HR & Corp Affairs,Supply Planner,S2,Top Strength Theme,strength_theme,0,Belief,100.00,100.00,100.56
100077,Technology,Finance Officer,S2,Cognitive Complexity & Problem-Solving,gtq,27.46,32.00,116.51,85.48,81.14
100077,Technology,Finance Officer,S2,Cognitive Complexity & Problem-Solving,iq,109.51,135.00,123.27,85.48,81.14
100077,Technology,Finance Officer,S2,Cognitive Complexity & Problem-Solving,tiki,6.00,1.00,16.67,85.48,81.14
100077,Technology,Finance Officer,S2,Core Competencies,avg_competency_score_tv,3.39,2.89,85.32,85.32,81.14
100077,Technology,Finance Officer,S2,Motivation & Drive,pauli,63.50,79.00,124.41,124.41,81.14
100077,Technology,Finance Officer,S2,PAPI General Score,papi_score_tv,5.00,4.75,95.00,95.00,81.14
100077,Technology,Finance Officer,S2,Social Orientation & Collaboration,faxtor,59.00,57.00,96.61,96.61,81.14
100077,Technology,Finance Officer,S2,Top Strength Theme,strength_theme,0,Discipline,0.00,0.00,81.14
100078,Technology,Supply Planner,SMA,Cognitive Complexity & Problem-Solving,gtq,27.46,19.00,69.18,93.07,87.63
100078,Technology,Supply Planner,SMA,Cognitive Complexity & Problem-Solving,iq,109.51,84.00,76.70,93.07,87.63
100078,Technology,Supply Planner,SMA,Cognitive Complexity & Problem-Solving,tiki,6.00,8.00,133.33,93.07,87.63
100078,Technology,Supply Planner,SMA,Core Competencies,avg_competency_score_tv,3.39,3.28,96.83,96.83,87.63
100078,Technology,Supply Planner,SMA,Motivation & Drive,pauli,63.50,99.00,155.91,155.91,87.63
100078,Technology,Supply Planner,SMA,PAPI General Score,papi_score_tv,5.00,5.10,102.00,102.00,87.63
100078,Technology,Supply Planner,SMA,Social Orientation & Collaboration,faxtor,59.00,46.00,77.97,77.97,87.63
100078,Technology,Supply Planner,SMA,Top Strength Theme,strength_theme,0,Deliberative,0.00,0.00,87.63
100079,Commercial,Finance Officer,D3,Cognitive Complexity & Problem-Solving,gtq,27.46,23.00,83.74,92.83,64.65
100079,Commercial,Finance Officer,D3,Cognitive Complexity & Problem-Solving,iq,109.51,122.00,111.40,92.83,64.65
100079,Commercial,Finance Officer,D3,Cognitive Complexity & Problem-Solving,tiki,6.00,5.00,83.33,92.83,64.65
100079,Commercial,Finance Officer,D3,Core Competencies,avg_competency_score_tv,3.39,3.45,102.04,102.04,64.65
100079,Commercial,Finance Officer,D3,Motivation & Drive,pauli,63.50,22.00,34.65,34.65,64.65
100079,Commercial,Finance Officer,D3,PAPI General Score,papi_score_tv,5.00,4.70,94.00,94.00,64.65
100079,Commercial,Finance Officer,D3,Social Orientation & Collaboration,faxtor,59.00,38.00,64.41,64.41,64.65
100079,Commercial,Finance Officer,D3,Top Strength Theme,strength_theme,0,Deliberative,0.00,0.00,64.65
100080,Technology,Data Analyst,SMA,Cognitive Complexity & Problem-Solving,gtq,27.46,36.00,131.08,114.62,83.41
100080,Technology,Data Analyst,SMA,Cognitive Complexity & Problem-Solving,iq,109.51,87.00,79.44,114.62,83.41
100080,Technology,Data Analyst,SMA,Cognitive Complexity & Problem-Solving,tiki,6.00,8.00,133.33,114.62,83.41
100080,Technology,Data Analyst,SMA,Core Competencies,avg_competency_score_tv,3.39,5.42,160.04,160.04,83.41
100080,Technology,Data Analyst,SMA,Motivation & Drive,pauli,63.50,55.00,86.61,86.61,83.41
100080,Technology,Data Analyst,SMA,PAPI General Score,papi_score_tv,5.00,4.50,90.00,90.00,83.41
100080,Technology,Data Analyst,SMA,Social Orientation & Collaboration,faxtor,59.00,29.00,49.15,49.15,83.41
100080,Technology,Data Analyst,SMA,Top Strength Theme,strength_theme,0,Context,0.00,0.00,83.41
100081,Technology,Supply Planner,S2,Cognitive Complexity & Problem-Solving,gtq,27.46,23.00,83.74,108.81,68.89
100081,Technology,Supply Planner,S2,Cognitive Complexity & Problem-Solving,iq,109.51,138.00,126.01,108.81,68.89
100081,Technology,Supply Planner,S2,Cognitive Complexity & Problem-Solving,tiki,6.00,7.00,116.67,108.81,68.89
100081,Technology,Supply Planner,S2,Core Competencies,avg_competency_score_tv,3.39,3.31,97.83,97.83,68.89
100081,Technology,Supply Planner,S2,Motivation & Drive,pauli,63.50,49.00,77.17,77.17,68.89
100081,Technology,Supply Planner,S2,PAPI General Score,papi_score_tv,5.00,3.85,77.00,77.00,68.89
100081,Technology,Supply Planner,S2,Social Orientation & Collaboration,faxtor,59.00,31.00,52.54,52.54,68.89
100081,Technology,Supply Planner,S2,Top Strength Theme,strength_theme,0,Empathy,0.00,0.00,68.89
100082,Technology,Brand Executive,SMA,Cognitive Complexity & Problem-Solving,gtq,27.46,27.00,98.31,106.58,78.51
100082,Technology,Brand Executive,SMA,Cognitive Complexity & Problem-Solving,iq,109.51,133.00,121.45,106.58,78.51
100082,Technology,Brand Executive,SMA,Cognitive Complexity & Problem-Solving,tiki,6.00,6.00,100.00,106.58,78.51
100082,Technology,Brand Executive,SMA,Core Competencies,avg_competency_score_tv,3.39,2.62,77.34,77.34,78.51
100082,Technology,Brand Executive,SMA,Motivation & Drive,pauli,63.50,94.00,148.03,148.03,78.51
100082,Technology,Brand Executive,SMA,PAPI General Score,papi_score_tv,5.00,3.65,72.99,72.99,78.51
100082,Technology,Brand Executive,SMA,Social Orientation & Collaboration,faxtor,59.00,39.00,66.10,66.10,78.51
100082,Technology,Brand Executive,SMA,Top Strength Theme,strength_theme,0,Command,0.00,0.00,78.51
100083,Technology,Supply Planner,SMA,Cognitive Complexity & Problem-Solving,gtq,27.46,30.00,109.23,77.65,84.79
100083,Technology,Supply Planner,SMA,Cognitive Complexity & Problem-Solving,iq,109.51,99.00,90.40,77.65,84.79
100083,Technology,Supply Planner,SMA,Cognitive Complexity & Problem-Solving,tiki,6.00,2.00,33.33,77.65,84.79
100083,Technology,Supply Planner,SMA,Core Competencies,avg_competency_score_tv,3.39,3.59,106.07,106.07,84.79
100083,Technology,Supply Planner,SMA,Motivation & Drive,pauli,63.50,50.00,78.74,78.74,84.79
100083,Technology,Supply Planner,SMA,PAPI General Score,papi_score_tv,5.00,5.45,108.99,108.99,84.79
100083,Technology,Supply Planner,SMA,Social Orientation & Collaboration,faxtor,59.00,81.00,137.29,137.29,84.79
100083,Technology,Supply Planner,SMA,Top Strength Theme,strength_theme,0,Communication,0.00,0.00,84.79
100084,Technology,Supply Planner,D3,Cognitive Complexity & Problem-Solving,gtq,27.46,36.00,131.08,107.39,90.67
100084,Technology,Supply Planner,D3,Cognitive Complexity & Problem-Solving,iq,109.51,118.00,107.75,107.39,90.67
100084,Technology,Supply Planner,D3,Cognitive Complexity & Problem-Solving,tiki,6.00,5.00,83.33,107.39,90.67
100084,Technology,Supply Planner,D3,Core Competencies,avg_competency_score_tv,3.39,5.42,160.06,160.06,90.67
100084,Technology,Supply Planner,D3,Motivation & Drive,pauli,63.50,56.00,88.19,88.19,90.67
100084,Technology,Supply Planner,D3,PAPI General Score,papi_score_tv,5.00,5.35,107.00,107.00,90.67
100084,Technology,Supply Planner,D3,Social Orientation & Collaboration,faxtor,59.00,48.00,81.36,81.36,90.67
100084,Technology,Supply Planner,D3,Top Strength Theme,strength_theme,0,Ideation,0.00,0.00,90.67
100085,HR & Corp Affairs,Data Analyst,S1,Cognitive Complexity & Problem-Solving,gtq,27.46,26.00,94.67,109.33,104.41
100085,HR & Corp Affairs,Data Analyst,S1,Cognitive Complexity & Problem-Solving,iq,109.51,109.51,100.00,109.33,104.41
100085,HR & Corp Affairs,Data Analyst,S1,Cognitive Complexity & Problem-Solving,tiki,6.00,8.00,133.33,109.33,104.41
100085,HR & Corp Affairs,Data Analyst,S1,Core Competencies,avg_competency_score_tv,3.39,3.16,93.30,93.30,104.41
100085,HR & Corp Affairs,Data Analyst,S1,Motivation & Drive,pauli,63.50,86.00,135.43,135.43,104.41
100085,HR & Corp Affairs,Data Analyst,S1,PAPI General Score,papi_score_tv,5.00,4.25,85.01,85.01,104.41
100085,HR & Corp Affairs,Data Analyst,S1,Social Orientation & Collaboration,faxtor,59.00,61.00,103.39,103.39,104.41
100085,HR & Corp Affairs,Data Analyst,S1,Top Strength Theme,strength_theme,0,Belief,100.00,100.00,104.41
100086,Commercial,HRBP,S2,Cognitive Complexity & Problem-Solving,gtq,27.46,36.00,131.08,93.84,91.92
100086,Commercial,HRBP,S2,Cognitive Complexity & Problem-Solving,iq,109.51,110.00,100.44,93.84,91.92
100086,Commercial,HRBP,S2,Cognitive Complexity & Problem-Solving,tiki,6.00,3.00,50.00,93.84,91.92
100086,Commercial,HRBP,S2,Core Competencies,avg_competency_score_tv,3.39,3.81,112.44,112.44,91.92
100086,Commercial,HRBP,S2,Motivation & Drive,pauli,63.50,79.00,124.41,124.41,91.92
100086,Commercial,HRBP,S2,PAPI General Score,papi_score_tv,5.00,4.60,92.00,92.00,91.92
100086,Commercial,HRBP,S2,Social Orientation & Collaboration,faxtor,59.00,76.00,128.81,128.81,91.92
100086,Commercial,HRBP,S2,Top Strength Theme,strength_theme,0,Consistency,0.00,0.00,91.92
100087,HR & Corp Affairs,Brand Executive,S2,Cognitive Complexity & Problem-Solving,gtq,27.46,25.00,91.03,74.63,75.12
100087,HR & Corp Affairs,Brand Executive,S2,Cognitive Complexity & Problem-Solving,iq,109.51,109.00,99.53,74.63,75.12
100087,HR & Corp Affairs,Brand Executive,S2,Cognitive Complexity & Problem-Solving,tiki,6.00,2.00,33.33,74.63,75.12
100087,HR & Corp Affairs,Brand Executive,S2,Core Competencies,avg_competency_score_tv,3.39,3.00,88.63,88.63,75.12
100087,HR & Corp Affairs,Brand Executive,S2,Motivation & Drive,pauli,63.50,36.00,56.69,56.69,75.12
100087,HR & Corp Affairs,Brand Executive,S2,PAPI General Score,papi_score_tv,5.00,6.20,124.01,124.01,75.12
100087,HR & Corp Affairs,Brand Executive,S2,Social Orientation & Collaboration,faxtor,59.00,63.00,106.78,106.78,75.12
100087,HR & Corp Affairs,Brand Executive,S2,Top Strength Theme,strength_theme,0,Activator,0.00,0.00,75.12
100088,Commercial,Finance Officer,S2,Cognitive Complexity & Problem-Solving,gtq,27.46,29.00,105.59,88.24,80.12
100088,Commercial,Finance Officer,S2,Cognitive Complexity & Problem-Solving,iq,109.51,83.00,75.79,88.24,80.12
100088,Commercial,Finance Officer,S2,Cognitive Complexity & Problem-Solving,tiki,6.00,5.00,83.33,88.24,80.12
100088,Commercial,Finance Officer,S2,Core Competencies,avg_competency_score_tv,3.39,3.07,90.64,90.64,80.12
100088,Commercial,Finance Officer,S2,Motivation & Drive,pauli,63.50,29.00,45.67,45.67,80.12
100088,Commercial,Finance Officer,S2,PAPI General Score,papi_score_tv,5.00,5.35,107.01,107.01,80.12
100088,Commercial,Finance Officer,S2,Social Orientation & Collaboration,faxtor,59.00,88.00,149.15,149.15,80.12
100088,Commercial,Finance Officer,S2,Top Strength Theme,strength_theme,0,Ideation,0.00,0.00,80.12
100089,Technology,Sales Superviser,S1,Cognitive Complexity & Problem-Solving,gtq,27.46,27.46,100.00,122.22,88.04
100089,Technology,Sales Superviser,S1,Cognitive Complexity & Problem-Solving,iq,109.51,109.51,100.00,122.22,88.04
100089,Technology,Sales Superviser,S1,Cognitive Complexity & Problem-Solving,tiki,6.00,10.00,166.67,122.22,88.04
100089,Technology,Sales Superviser,S1,Core Competencies,avg_competency_score_tv,3.39,3.36,99.19,99.19,88.04
100089,Technology,Sales Superviser,S1,Motivation & Drive,pauli,63.50,97.00,152.76,152.76,88.04
100089,Technology,Sales Superviser,S1,PAPI General Score,papi_score_tv,5.00,5.50,110.01,110.01,88.04
100089,Technology,Sales Superviser,S1,Social Orientation & Collaboration,faxtor,59.00,26.00,44.07,44.07,88.04
100089,Technology,Sales Superviser,S1,Top Strength Theme,strength_theme,0,Arranger,0.00,0.00,88.04
100090,HR & Corp Affairs,Supply Planner,S1,Cognitive Complexity & Problem-Solving,gtq,27.46,29.00,105.59,74.09,84.49
100090,HR & Corp Affairs,Supply Planner,S1,Cognitive Complexity & Problem-Solving,iq,109.51,109.51,100.00,74.09,84.49
100090,HR & Corp Affairs,Supply Planner,S1,Cognitive Complexity & Problem-Solving,tiki,6.00,1.00,16.67,74.09,84.49
100090,HR & Corp Affairs,Supply Planner,S1,Core Competencies,avg_competency_score_tv,3.39,3.47,102.56,102.56,84.49
100090,HR & Corp Affairs,Supply Planner,S1,Motivation & Drive,pauli,63.50,48.00,75.59,75.59,84.49
100090,HR & Corp Affairs,Supply Planner,S1,PAPI General Score,papi_score_tv,5.00,4.60,92.00,92.00,84.49
100090,HR & Corp Affairs,Supply Planner,S1,Social Orientation & Collaboration,faxtor,59.00,96.00,162.71,162.71,84.49
100090,HR & Corp Affairs,Supply Planner,S1,Top Strength Theme,strength_theme,0,Adaptability,0.00,0.00,84.49
100091,Commercial,Finance Officer,S2,Cognitive Complexity & Problem-Solving,gtq,27.46,23.00,83.74,92.29,79.51
100091,Commercial,Finance Officer,S2,Cognitive Complexity & Problem-Solving,iq,109.51,102.00,93.14,92.29,79.51
100091,Commercial,Finance Officer,S2,Cognitive Complexity & Problem-Solving,tiki,6.00,6.00,100.00,92.29,79.51
100091,Commercial,Finance Officer,S2,Core Competencies,avg_competency_score_tv,3.39,3.40,100.39,100.39,79.51
100091,Commercial,Finance Officer,S2,Motivation & Drive,pauli,63.50,36.00,56.69,56.69,79.51
100091,Commercial,Finance Officer,S2,PAPI General Score,papi_score_tv,5.00,4.35,87.00,87.00,79.51
100091,Commercial,Finance Officer,S2,Social Orientation & Collaboration,faxtor,59.00,83.00,140.68,140.68,79.51
100091,Commercial,Finance Officer,S2,Top Strength Theme,strength_theme,0,Relator,0.00,0.00,79.51
100092,Technology,Data Analyst,S1,Cognitive Complexity & Problem-Solving,gtq,27.46,27.46,100.00,72.22,69.17
100092,Technology,Data Analyst,S1,Cognitive Complexity & Problem-Solving,iq,109.51,109.51,100.00,72.22,69.17
100092,Technology,Data Analyst,S1,Cognitive Complexity & Problem-Solving,tiki,6.00,1.00,16.67,72.22,69.17
100092,Technology,Data Analyst,S1,Core Competencies,avg_competency_score_tv,3.39,3.17,93.65,93.65,69.17
100092,Technology,Data Analyst,S1,Motivation & Drive,pauli,63.50,43.00,67.72,67.72,69.17
100092,Technology,Data Analyst,S1,PAPI General Score,papi_score_tv,5.00,4.75,95.00,95.00,69.17
100092,Technology,Data Analyst,S1,Social Orientation & Collaboration,faxtor,59.00,51.00,86.44,86.44,69.17
100092,Technology,Data Analyst,S1,Top Strength Theme,strength_theme,0,Analytical,0.00,0.00,69.17
100093,Technology,Data Analyst,S1,Cognitive Complexity & Problem-Solving,gtq,27.46,24.00,87.38,74.10,72.49
100093,Technology,Data Analyst,S1,Cognitive Complexity & Problem-Solving,iq,109.51,93.00,84.92,74.10,72.49
100093,Technology,Data Analyst,S1,Cognitive Complexity & Problem-Solving,tiki,6.00,3.00,50.00,74.10,72.49
100093,Technology,Data Analyst,S1,Core Competencies,avg_competency_score_tv,3.39,3.00,88.51,88.51,72.49
100093,Technology,Data Analyst,S1,Motivation & Drive,pauli,63.50,71.00,111.81,111.81,72.49
100093,Technology,Data Analyst,S1,PAPI General Score,papi_score_tv,5.00,5.40,108.00,108.00,72.49
100093,Technology,Data Analyst,S1,Social Orientation & Collaboration,faxtor,59.00,31.00,52.54,52.54,72.49
100093,Technology,Data Analyst,S1,Top Strength Theme,strength_theme,0,Harmony,0.00,0.00,72.49
100094,Technology,Brand Executive,S1,Cognitive Complexity & Problem-Solving,gtq,27.46,16.00,58.26,81.67,65.64
100094,Technology,Brand Executive,S1,Cognitive Complexity & Problem-Solving,iq,109.51,95.00,86.75,81.67,65.64
100094,Technology,Brand Executive,S1,Cognitive Complexity & Problem-Solving,tiki,6.00,6.00,100.00,81.67,65.64
100094,Technology,Brand Executive,S1,Core Competencies,avg_competency_score_tv,3.39,2.83,83.66,83.66,65.64
100094,Technology,Brand Executive,S1,Motivation & Drive,pauli,63.50,24.00,37.80,37.80,65.64
100094,Technology,Brand Executive,S1,PAPI General Score,papi_score_tv,5.00,5.30,106.00,106.00,65.64
100094,Technology,Brand Executive,S1,Social Orientation & Collaboration,faxtor,59.00,50.00,84.75,84.75,65.64
100094,Technology,Brand Executive,S1,Top Strength Theme,strength_theme,0,Intellection,0.00,0.00,65.64
100095,HR & Corp Affairs,Finance Officer,S2,Cognitive Complexity & Problem-Solving,gtq,27.46,27.46,100.00,94.44,77.05
100095,HR & Corp Affairs,Finance Officer,S2,Cognitive Complexity & Problem-Solving,iq,109.51,109.51,100.00,94.44,77.05
100095,HR & Corp Affairs,Finance Officer,S2,Cognitive Complexity & Problem-Solving,tiki,6.00,5.00,83.33,94.44,77.05
100095,HR & Corp Affairs,Finance Officer,S2,Core Competencies,avg_competency_score_tv,3.39,3.15,93.11,93.11,77.05
100095,HR & Corp Affairs,Finance Officer,S2,Motivation & Drive,pauli,63.50,66.00,103.94,103.94,77.05
100095,HR & Corp Affairs,Finance Officer,S2,PAPI General Score,papi_score_tv,5.00,5.15,103.00,103.00,77.05
100095,HR & Corp Affairs,Finance Officer,S2,Social Orientation & Collaboration,faxtor,59.00,40.00,67.80,67.80,77.05
100095,HR & Corp Affairs,Finance Officer,S2,Top Strength Theme,strength_theme,0,Positivity,0.00,0.00,77.05
100096,Commercial,Data Analyst,S2,Cognitive Complexity & Problem-Solving,gtq,27.46,20.00,72.82,96.50,78.71
100096,Commercial,Data Analyst,S2,Cognitive Complexity & Problem-Solving,iq,109.51,109.51,100.00,96.50,78.71
100096,Commercial,Data Analyst,S2,Cognitive Complexity & Problem-Solving,tiki,6.00,7.00,116.67,96.50,78.71
100096,Commercial,Data Analyst,S2,Core Competencies,avg_competency_score_tv,3.39,2.79,82.42,82.42,78.71
100096,Commercial,Data Analyst,S2,Motivation & Drive,pauli,63.50,42.00,66.14,66.14,78.71
100096,Commercial,Data Analyst,S2,PAPI General Score,papi_score_tv,5.00,4.75,95.00,95.00,78.71
100096,Commercial,Data Analyst,S2,Social Orientation & Collaboration,faxtor,59.00,78.00,132.20,132.20,78.71
100096,Commercial,Data Analyst,S2,Top Strength Theme,strength_theme,0,Restorative,0.00,0.00,78.71
100097,Technology,Supply Planner,S1,Cognitive Complexity & Problem-Solving,gtq,27.46,32.00,116.51,83.28,82.50
100097,Technology,Supply Planner,S1,Cognitive Complexity & Problem-Solving,iq,109.51,109.51,100.00,83.28,82.50
100097,Technology,Supply Planner,S1,Cognitive Complexity & Problem-Solving,tiki,6.00,2.00,33.33,83.28,82.50
100097,Technology,Supply Planner,S1,Core Competencies,avg_competency_score_tv,3.39,3.68,108.59,108.59,82.50
100097,Technology,Supply Planner,S1,Motivation & Drive,pauli,63.50,44.00,69.29,69.29,82.50
100097,Technology,Supply Planner,S1,PAPI General Score,papi_score_tv,5.00,5.25,105.00,105.00,82.50
100097,Technology,Supply Planner,S1,Social Orientation & Collaboration,faxtor,59.00,76.00,128.81,128.81,82.50
100097,Technology,Supply Planner,S1,Top Strength Theme,strength_theme,0,Input,0.00,0.00,82.50
100098,Commercial,Finance Officer,S1,Cognitive Complexity & Problem-Solving,gtq,27.46,17.00,61.90,109.59,73.37
100098,Commercial,Finance Officer,S1,Cognitive Complexity & Problem-Solving,iq,109.51,128.00,116.88,109.59,73.37
100098,Commercial,Finance Officer,S1,Cognitive Complexity & Problem-Solving,tiki,6.00,9.00,150.00,109.59,73.37
100098,Commercial,Finance Officer,S1,Core Competencies,avg_competency_score_tv,3.39,3.73,110.13,110.13,73.37
